Surah Number,Ayah Number,URL to Recording,Age,Country,Gender,Qiraah,Recitation Mode,Timestamp of Recording Submission,Has This Recording Been Evaluated?
38,86,www.tarteel.io/media/38_86_1499526235.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 00:51:15.162090+00:00,False
3,69,www.tarteel.io/media/3_69_1020082515.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 00:34:41.872012+00:00,False
11,108,www.tarteel.io/media/11_108_2352670273.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 04:59:04.652169+00:00,False
15,18,www.tarteel.io/media/15_18_510724253.wav,13,BD,male,Hafs,continuous,2018-12-10 12:24:19.264616+00:00,False
7,99,www.tarteel.io/media/7_99_1664079977.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 02:15:30.968134+00:00,False
26,21,www.tarteel.io/media/26_21_805604073.wav,-1,N/A,N/A,N/A,continuous,2018-11-03 10:03:36.499664+00:00,False
11,92,www.tarteel.io/media/11_92_2978234462.wav,26,BD,female,Hafs,discrete,2018-11-25 19:18:47.111548+00:00,False
4,68,www.tarteel.io/media/4_68_25342763.wav,-1,N/A,N/A,N/A,,2018-09-01 10:34:10.998468+00:00,False
77,7,www.tarteel.io/media/77_7_3533609425.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:35:13.360724+00:00,False
112,2,www.tarteel.io/media/112_2_1781155980.wav,-1,N/A,N/A,N/A,discrete,2018-09-12 13:44:32.651714+00:00,False
45,19,www.tarteel.io/media/45_19_1237010852.wav,-1,N/A,N/A,N/A,continuous,2018-09-10 05:26:09.737299+00:00,False
11,74,www.tarteel.io/media/11_74_3519537830.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 04:36:23.679901+00:00,False
99,2,www.tarteel.io/media/99_2_1358566285.wav,-1,N/A,N/A,N/A,continuous,2018-10-18 20:09:13.473859+00:00,False
74,56,www.tarteel.io/media/74_56_2975594672.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:30:05.443510+00:00,False
12,28,www.tarteel.io/media/12_28_2485357554.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 05:10:48.376330+00:00,False
45,29,www.tarteel.io/media/45_29_2379021252.wav,13-18,PK,male,Hafs,discrete,2018-12-19 19:19:11.744648+00:00,False
87,11,www.tarteel.io/media/87_11_2107837273.wav,-1,N/A,N/A,N/A,continuous,2018-11-26 19:21:46.569319+00:00,False
29,60,www.tarteel.io/media/29_60_3419005135.wav,-1,N/A,N/A,N/A,discrete,2018-09-30 18:26:10.500631+00:00,False
36,41,www.tarteel.io/media/36_41_465887903.wav,-1,N/A,N/A,N/A,,2018-08-31 13:03:13.197696+00:00,False
33,51,www.tarteel.io/media/33_51_3161703358.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 20:36:32.499663+00:00,False
42,28,www.tarteel.io/media/42_28_1153084163.wav,-1,N/A,N/A,N/A,discrete,2018-11-27 04:49:40.037157+00:00,False
27,43,www.tarteel.io/media/27_43_4027995101.wav,-1,N/A,N/A,N/A,,2018-08-14 05:32:40.294446+00:00,False
25,60,www.tarteel.io/media/25_60_1909134504.wav,-1,N/A,N/A,N/A,continuous,2018-10-12 02:02:11.465965+00:00,False
20,27,www.tarteel.io/media/20_27_3707729841.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 02:21:20.041587+00:00,False
26,221,www.tarteel.io/media/26_221_1164811014.wav,56,PK,male,hafs,discrete,2018-11-27 07:38:26.799474+00:00,False
7,73,www.tarteel.io/media/7_73_1915301634.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 19:16:36.033034+00:00,False
1,2,www.tarteel.io/media/1_2_4200101331.wav,-1,N/A,N/A,N/A,discrete,2018-10-14 07:46:31.922472+00:00,False
18,62,www.tarteel.io/media/18_62_1392180253.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:23:12.006404+00:00,False
94,8,www.tarteel.io/media/94_8_564728231.wav,-1,N/A,N/A,N/A,,2018-08-31 00:49:37.996140+00:00,False
10,32,www.tarteel.io/media/10_32_26578422.wav,-1,N/A,N/A,N/A,continuous,2018-10-02 15:37:10.797815+00:00,False
25,76,www.tarteel.io/media/25_76_509087822.wav,19,SD,male,,,2018-08-26 07:44:28.825567+00:00,False
22,31,www.tarteel.io/media/22_31_45942630.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 02:08:24.532179+00:00,False
30,34,www.tarteel.io/media/30_34_654371047.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 02:03:11.236494+00:00,False
45,17,www.tarteel.io/media/45_17_2726333463.wav,-1,N/A,N/A,N/A,continuous,2018-12-21 03:39:45.420502+00:00,False
18,66,www.tarteel.io/media/18_66_3406518709.wav,-1,N/A,N/A,N/A,,2018-09-01 03:10:39.461035+00:00,False
36,36,www.tarteel.io/media/36_36_4149977439.wav,-1,N/A,N/A,N/A,continuous,2018-11-08 12:43:29.397343+00:00,False
51,48,www.tarteel.io/media/51_48_963484291.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:03:42.316417+00:00,False
56,63,www.tarteel.io/media/56_63_3157199216.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:05:38.373897+00:00,False
55,51,www.tarteel.io/media/55_51_1428518624.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:27:38.074346+00:00,False
2,169,www.tarteel.io/media/2_169_3059852512.wav,26-35,EG,Male,Hafs,continuous,2018-11-25 23:24:51.031931+00:00,False
15,46,www.tarteel.io/media/15_46_1229340599.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 18:13:26.643241+00:00,False
20,60,www.tarteel.io/media/20_60_1138827969.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 04:06:32.452865+00:00,False
36,55,www.tarteel.io/media/36_55_3564616263.wav,-1,N/A,N/A,N/A,continuous,2018-11-08 12:45:50.141735+00:00,False
9,24,www.tarteel.io/media/9_24_2403758191.wav,-1,N/A,N/A,N/A,continuous,2018-12-07 03:36:06.902175+00:00,False
4,96,www.tarteel.io/media/4_96_4201270942.wav,26,IN,male,hafs,discrete,2018-12-19 23:11:00.374006+00:00,False
43,41,www.tarteel.io/media/43_41_3231147882.wav,-1,N/A,N/A,N/A,continuous,2018-10-08 04:36:52.354753+00:00,False
100,11,www.tarteel.io/media/100_11_1280179687.wav,-1,N/A,N/A,N/A,discrete,2018-11-01 03:33:49.792165+00:00,False
61,8,www.tarteel.io/media/61_8_3917596873.wav,-1,N/A,N/A,N/A,discrete,2018-09-14 06:48:41.613161+00:00,False
26,210,www.tarteel.io/media/26_210_333802992.wav,-1,N/A,N/A,N/A,continuous,2018-12-11 17:05:28.722294+00:00,False
26,2,www.tarteel.io/media/26_2_3852067258.wav,19,SD,male,,,2018-08-26 07:44:53.963230+00:00,False
2,270,www.tarteel.io/media/2_270_1896670625.wav,-1,N/A,N/A,N/A,continuous,2018-12-20 17:19:59.971593+00:00,False
112,2,www.tarteel.io/media/112_2_2745647885.wav,19,EG,male,Hafs,discrete,2018-12-16 06:50:39.751562+00:00,False
2,48,www.tarteel.io/media/2_48_605840917.wav,-1,N/A,N/A,N/A,discrete,2018-09-07 02:53:33.587408+00:00,False
2,261,www.tarteel.io/media/2_261_2427218494.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 18:10:07.416081+00:00,False
112,4,www.tarteel.io/media/112_4_2844653509.wav,-1,N/A,N/A,N/A,,2018-08-30 22:33:08.936148+00:00,False
79,3,www.tarteel.io/media/79_3_426069668.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:25:12.392542+00:00,False
26,213,www.tarteel.io/media/26_213_756029183.wav,-1,N/A,N/A,N/A,continuous,2018-12-10 11:26:21.662727+00:00,False
43,33,www.tarteel.io/media/43_33_3924280058.wav,-1,N/A,N/A,N/A,continuous,2018-10-08 04:35:35.674770+00:00,False
57,16,www.tarteel.io/media/57_16_2679526711.wav,-1,N/A,N/A,N/A,,2018-09-03 00:38:49.274938+00:00,False
36,58,www.tarteel.io/media/36_58_1238438260.wav,-1,N/A,N/A,N/A,,2018-08-30 18:10:43.253697+00:00,False
68,43,www.tarteel.io/media/68_43_3691417797.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 08:09:52.793160+00:00,False
16,7,www.tarteel.io/media/16_7_2561890630.wav,19,IN,male,Hafs,discrete,2018-12-10 10:59:41.742620+00:00,False
44,59,www.tarteel.io/media/44_59_1128424362.wav,-1,N/A,N/A,N/A,continuous,2018-09-09 02:13:36.032269+00:00,False
96,12,www.tarteel.io/media/96_12_422602456.wav,-1,N/A,N/A,N/A,continuous,2018-10-18 20:05:37.498944+00:00,False
29,38,www.tarteel.io/media/29_38_368314924.wav,46,GB,male,Hafs,discrete,2018-11-27 04:45:02.562154+00:00,False
67,24,www.tarteel.io/media/67_24_515898177.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 08:05:21.397756+00:00,False
3,182,www.tarteel.io/media/3_182_3318278185.wav,-1,N/A,N/A,N/A,,2018-08-23 21:02:08.762974+00:00,False
27,32,www.tarteel.io/media/27_32_2794620414.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 02:11:00.452605+00:00,False
61,14,www.tarteel.io/media/61_14_2940452663.wav,-1,N/A,N/A,N/A,,2018-08-30 22:53:05.337389+00:00,False
17,70,www.tarteel.io/media/17_70_3858303698.wav,26,PK,male,Hafs,discrete,2018-11-21 05:19:47.311502+00:00,False
37,182,www.tarteel.io/media/37_182_1893711552.wav,19,MA,female,notsure,continuous,2018-12-01 21:30:38.609252+00:00,False
37,164,www.tarteel.io/media/37_164_1305787315.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 22:17:50.089949+00:00,False
3,177,www.tarteel.io/media/3_177_355330586.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 01:58:47.756673+00:00,False
79,30,www.tarteel.io/media/79_30_1999547983.wav,-1,N/A,N/A,N/A,,2018-08-31 15:26:34.997938+00:00,False
20,14,www.tarteel.io/media/20_14_1738381399.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 02:19:37.802191+00:00,False
4,6,www.tarteel.io/media/4_6_2578942684.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 13:34:51.867680+00:00,False
26,225,www.tarteel.io/media/26_225_813312913.wav,56,PK,male,hafs,discrete,2018-11-27 07:39:53.868519+00:00,False
34,6,www.tarteel.io/media/34_6_3303015923.wav,26,GB,male,notsure,discrete,2018-11-27 22:08:22.816631+00:00,False
24,7,www.tarteel.io/media/24_7_984439281.wav,-1,N/A,N/A,N/A,continuous,2018-12-29 15:04:27.941631+00:00,False
55,62,www.tarteel.io/media/55_62_1577165221.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:28:36.298975+00:00,False
56,58,www.tarteel.io/media/56_58_1451572567.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 14:13:50.081032+00:00,False
18,38,www.tarteel.io/media/18_38_4016412013.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:16:17.350940+00:00,False
18,45,www.tarteel.io/media/18_45_2589388299.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 21:38:41.222033+00:00,False
57,7,www.tarteel.io/media/57_7_2637071066.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:09:09.791443+00:00,False
49,18,www.tarteel.io/media/49_18_490220318.wav,-1,N/A,N/A,N/A,,2018-08-30 01:44:39.340255+00:00,False
51,35,www.tarteel.io/media/51_35_4137356410.wav,-1,N/A,N/A,N/A,continuous,2018-09-23 21:21:18.337196+00:00,False
45,26,www.tarteel.io/media/45_26_3487140649.wav,-1,N/A,N/A,N/A,continuous,2018-12-21 03:41:23.095408+00:00,False
33,3,www.tarteel.io/media/33_3_906051965.wav,-1,N/A,N/A,N/A,discrete,2018-09-07 20:13:51.397685+00:00,False
24,12,www.tarteel.io/media/24_12_584231626.wav,-1,N/A,N/A,N/A,,2018-08-08 08:27:13.391743+00:00,False
3,108,www.tarteel.io/media/3_108_1200635280.wav,-1,N/A,N/A,N/A,continuous,2018-12-27 01:23:55.675658+00:00,False
96,8,www.tarteel.io/media/96_8_3165879841.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 02:02:20.977628+00:00,False
19,90,www.tarteel.io/media/19_90_2975637699.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 01:34:46.518728+00:00,False
5,117,www.tarteel.io/media/5_117_172264868.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 22:57:41.780138+00:00,False
38,83,www.tarteel.io/media/38_83_3787035247.wav,-1,N/A,N/A,N/A,,2018-09-04 07:43:15.799463+00:00,False
92,3,www.tarteel.io/media/92_3_932923869.wav,-1,N/A,N/A,N/A,,2018-09-03 06:14:11.019450+00:00,False
13,36,www.tarteel.io/media/13_36_1068006318.wav,-1,N/A,N/A,N/A,discrete,2018-10-22 21:31:30.901910+00:00,False
55,42,www.tarteel.io/media/55_42_3721433676.wav,-1,N/A,N/A,N/A,,2018-09-03 06:16:55.396856+00:00,False
97,4,www.tarteel.io/media/97_4_341586503.wav,-1,N/A,N/A,N/A,continuous,2018-09-16 06:20:52.802958+00:00,False
16,37,www.tarteel.io/media/16_37_2317618140.wav,46,PS,male,Hafs,discrete,2018-12-10 19:41:34.912739+00:00,False
86,17,www.tarteel.io/media/86_17_2246111332.wav,-1,N/A,N/A,N/A,continuous,2018-11-29 21:52:11.682652+00:00,False
10,100,www.tarteel.io/media/10_100_2217772320.wav,-1,N/A,N/A,N/A,,2018-08-31 17:12:01.897923+00:00,False
56,21,www.tarteel.io/media/56_21_85613706.wav,-1,N/A,N/A,N/A,continuous,2018-12-10 17:03:34.546572+00:00,False
2,245,www.tarteel.io/media/2_245_4270758908.wav,-1,N/A,N/A,N/A,continuous,2018-12-26 00:26:05.144375+00:00,False
2,24,www.tarteel.io/media/2_24_2374611425.wav,-1,N/A,N/A,N/A,,2018-08-13 05:20:27.716972+00:00,False
42,14,www.tarteel.io/media/42_14_75954653.wav,-1,N/A,N/A,N/A,continuous,2018-12-14 01:22:51.973887+00:00,False
70,34,www.tarteel.io/media/70_34_1360860666.wav,-1,N/A,N/A,N/A,continuous,2018-10-25 00:39:01.099141+00:00,False
37,60,www.tarteel.io/media/37_60_2390558563.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 22:02:23.408729+00:00,False
46,32,www.tarteel.io/media/46_32_4249609918.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 18:13:59.518996+00:00,False
61,12,www.tarteel.io/media/61_12_3437312185.wav,-1,N/A,N/A,N/A,discrete,2018-09-15 19:55:15.694585+00:00,False
81,3,www.tarteel.io/media/81_3_557519548.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:37:55.230782+00:00,False
30,33,www.tarteel.io/media/30_33_820526353.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 02:03:03.996385+00:00,False
42,50,www.tarteel.io/media/42_50_2670823852.wav,-1,N/A,N/A,N/A,continuous,2018-11-30 02:35:35.302833+00:00,False
72,14,www.tarteel.io/media/72_14_3133702069.wav,-1,N/A,N/A,N/A,,2018-08-30 14:01:58.662351+00:00,False
57,11,www.tarteel.io/media/57_11_3640747817.wav,-1,N/A,N/A,N/A,continuous,2018-09-24 14:05:17.078851+00:00,False
55,22,www.tarteel.io/media/55_22_2872471739.wav,-1,N/A,N/A,N/A,continuous,2018-12-26 19:17:46.995023+00:00,False
89,24,www.tarteel.io/media/89_24_1285998348.wav,-1,N/A,N/A,N/A,continuous,2018-10-18 16:55:43.197689+00:00,False
111,1,www.tarteel.io/media/111_1_1683813453.wav,-1,N/A,N/A,N/A,,2018-08-30 17:09:32.013311+00:00,False
2,84,www.tarteel.io/media/2_84_2682997505.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 14:51:41.738493+00:00,False
88,25,www.tarteel.io/media/88_25_880757594.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:55:46.991319+00:00,False
56,21,www.tarteel.io/media/56_21_1208131365.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:02:51.367243+00:00,False
16,1,www.tarteel.io/media/16_1_2383775975.wav,-1,N/A,N/A,N/A,,2018-08-28 17:57:37.418436+00:00,False
56,4,www.tarteel.io/media/56_4_2245610462.wav,-1,N/A,N/A,N/A,continuous,2018-11-27 14:09:47.303552+00:00,False
44,20,www.tarteel.io/media/44_20_1337765578.wav,-1,N/A,N/A,N/A,continuous,2018-10-14 15:27:03.602006+00:00,False
15,52,www.tarteel.io/media/15_52_378815958.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 18:14:23.847570+00:00,False
56,88,www.tarteel.io/media/56_88_4065697339.wav,-1,N/A,N/A,N/A,continuous,2018-09-22 15:27:50.549847+00:00,False
35,10,www.tarteel.io/media/35_10_1111558200.wav,36,Other,male,Hafs,continuous,2018-11-19 03:48:34.827917+00:00,False
2,45,www.tarteel.io/media/2_45_3618816264.wav,-1,N/A,N/A,N/A,,2018-08-27 18:27:36.920088+00:00,False
6,43,www.tarteel.io/media/6_43_706360597.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 23:16:14.648663+00:00,False
111,3,www.tarteel.io/media/111_3_2284867835.wav,-1,N/A,N/A,N/A,continuous,2018-09-06 16:41:36.905010+00:00,False
32,25,www.tarteel.io/media/32_25_1301832411.wav,-1,N/A,N/A,N/A,,2018-09-04 17:33:23.234761+00:00,False
56,32,www.tarteel.io/media/56_32_2426325278.wav,-1,N/A,N/A,N/A,continuous,2018-12-16 15:42:35.181527+00:00,False
69,6,www.tarteel.io/media/69_6_3603477340.wav,13,PK,male,,,2018-08-19 20:50:52.092606+00:00,False
33,64,www.tarteel.io/media/33_64_311982562.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 04:11:06.368018+00:00,False
4,39,www.tarteel.io/media/4_39_1692681556.wav,26,PK,male,Hafs,discrete,2018-11-27 20:02:08.545200+00:00,False
2,31,www.tarteel.io/media/2_31_3278429027.wav,-1,N/A,N/A,N/A,discrete,2018-09-07 02:44:57.071405+00:00,False
90,2,www.tarteel.io/media/90_2_1614212810.wav,-1,N/A,N/A,N/A,continuous,2018-10-18 19:56:05.426769+00:00,False
51,50,www.tarteel.io/media/51_50_1522530117.wav,-1,N/A,N/A,N/A,continuous,2018-09-23 21:23:00.017849+00:00,False
6,104,www.tarteel.io/media/6_104_1998646879.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 23:53:55.477038+00:00,False
75,22,www.tarteel.io/media/75_22_2322521474.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 22:44:50.587827+00:00,False
3,13,www.tarteel.io/media/3_13_3282059358.wav,26,DZ,male,Hafs,continuous,2018-12-16 21:22:44.482823+00:00,False
66,12,www.tarteel.io/media/66_12_1056433341.wav,-1,N/A,N/A,N/A,continuous,2018-09-30 11:25:30.208420+00:00,False
85,13,www.tarteel.io/media/85_13_4059101952.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:52:30.274300+00:00,False
95,1,www.tarteel.io/media/95_1_3837788715.wav,-1,N/A,N/A,N/A,,2018-08-31 13:06:50.388368+00:00,False
10,55,www.tarteel.io/media/10_55_2328190115.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 16:26:58.178550+00:00,False
58,21,www.tarteel.io/media/58_21_759542513.wav,-1,N/A,N/A,N/A,,2018-09-05 21:11:25.506570+00:00,False
18,66,www.tarteel.io/media/18_66_164813820.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:24:11.703921+00:00,False
44,17,www.tarteel.io/media/44_17_714464742.wav,-1,N/A,N/A,N/A,continuous,2018-12-19 22:10:31.461719+00:00,False
2,103,www.tarteel.io/media/2_103_2309883082.wav,-1,N/A,N/A,N/A,continuous,2018-12-23 14:35:53.316127+00:00,False
53,61,www.tarteel.io/media/53_61_1176386370.wav,-1,N/A,N/A,N/A,continuous,2018-12-22 00:17:18.549447+00:00,False
7,89,www.tarteel.io/media/7_89_3570845883.wav,-1,N/A,N/A,N/A,continuous,2018-12-29 00:52:26.672784+00:00,False
90,10,www.tarteel.io/media/90_10_2982713815.wav,-1,N/A,N/A,N/A,discrete,2018-10-26 16:37:07.088235+00:00,False
6,156,www.tarteel.io/media/6_156_982882468.wav,-1,N/A,N/A,N/A,continuous,2018-11-26 15:02:05.198596+00:00,False
59,11,www.tarteel.io/media/59_11_1354272004.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:32:12.711739+00:00,False
47,6,www.tarteel.io/media/47_6_2567496.wav,26,DZ,male,Hafs,continuous,2018-12-17 22:03:30.413378+00:00,False
18,101,www.tarteel.io/media/18_101_722006413.wav,13-18,PK,female,hafs,continuous,2018-12-21 19:41:12.274562+00:00,False
60,2,www.tarteel.io/media/60_2_3437986941.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 07:35:24.721582+00:00,False
19,11,www.tarteel.io/media/19_11_1445419702.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 01:26:06.545097+00:00,False
15,11,www.tarteel.io/media/15_11_3811068292.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 18:06:51.233686+00:00,False
82,2,www.tarteel.io/media/82_2_1202421142.wav,-1,N/A,N/A,N/A,continuous,2018-12-24 23:40:30.180603+00:00,False
27,69,www.tarteel.io/media/27_69_3595570248.wav,26,EG,male,notsure,discrete,2018-11-29 21:11:40.379700+00:00,False
20,62,www.tarteel.io/media/20_62_4161463198.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 04:06:53.737149+00:00,False
56,92,www.tarteel.io/media/56_92_1521945446.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 05:33:57.301579+00:00,False
58,16,www.tarteel.io/media/58_16_3889981914.wav,-1,N/A,N/A,N/A,,2018-09-05 21:09:40.306290+00:00,False
55,34,www.tarteel.io/media/55_34_3347322611.wav,-1,N/A,N/A,N/A,continuous,2018-12-26 19:19:21.005764+00:00,False
44,54,www.tarteel.io/media/44_54_2528993064.wav,-1,N/A,N/A,N/A,continuous,2018-10-14 15:31:11.732307+00:00,False
20,48,www.tarteel.io/media/20_48_4187281470.wav,-1,N/A,N/A,N/A,continuous,2018-12-30 04:03:47.519470+00:00,False
23,31,www.tarteel.io/media/23_31_2806122590.wav,19,SY,male,notsure,discrete,2018-12-16 06:49:45.817820+00:00,False
86,17,www.tarteel.io/media/86_17_1478682731.wav,-1,N/A,N/A,N/A,,2018-08-30 09:30:36.205646+00:00,False
27,27,www.tarteel.io/media/27_27_3322591421.wav,19,EG,male,Hafs,discrete,2018-12-24 19:45:07.300125+00:00,False
36,65,www.tarteel.io/media/36_65_1312071252.wav,-1,N/A,N/A,N/A,continuous,2018-12-19 16:29:06.195871+00:00,False
39,66,www.tarteel.io/media/39_66_1206972059.wav,19-25,IN,female,Hafs,discrete,2018-11-21 22:35:46.525862+00:00,False
18,57,www.tarteel.io/media/18_57_3726022749.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:22:01.445558+00:00,False
16,76,www.tarteel.io/media/16_76_528926036.wav,19,NG,male,hafs,discrete,2018-12-10 15:39:52.894652+00:00,False
44,17,www.tarteel.io/media/44_17_3242422887.wav,-1,N/A,N/A,N/A,continuous,2018-12-21 03:31:28.496963+00:00,False
7,44,www.tarteel.io/media/7_44_311987034.wav,-1,N/A,N/A,N/A,continuous,2018-12-29 00:35:23.947734+00:00,False
36,12,www.tarteel.io/media/36_12_3040815719.wav,-1,N/A,N/A,N/A,,2018-09-03 17:46:42.694423+00:00,False
114,1,www.tarteel.io/media/114_1_2415778915.wav,-1,N/A,N/A,N/A,continuous,2018-12-01 21:44:32.526207+00:00,False
80,14,www.tarteel.io/media/80_14_406957152.wav,-1,N/A,N/A,N/A,,2018-08-31 19:55:19.630805+00:00,False
107,4,www.tarteel.io/media/107_4_3533894325.wav,-1,N/A,N/A,N/A,continuous,2018-10-18 20:14:29.311031+00:00,False
2,176,www.tarteel.io/media/2_176_1395655430.wav,-1,N/A,N/A,N/A,discrete,2018-12-23 01:11:10.626604+00:00,False
111,1,www.tarteel.io/media/111_1_3129786676.wav,-1,N/A,N/A,N/A,discrete,2018-09-16 18:04:16.897475+00:00,False
89,19,www.tarteel.io/media/89_19_2739979111.wav,-1,N/A,N/A,N/A,continuous,2018-12-25 00:00:28.585006+00:00,False
23,76,www.tarteel.io/media/23_76_4232220334.wav,26,BD,male,notsure,discrete,2018-11-26 21:53:39.563563+00:00,False
72,12,www.tarteel.io/media/72_12_3192421242.wav,-1,N/A,N/A,N/A,continuous,2018-12-02 01:22:59.499973+00:00,False
1,7,www.tarteel.io/media/1_7_3862848047.wav,-1,N/A,N/A,N/A,,2018-08-31 16:24:54.449798+00:00,False
2,286,www.tarteel.io/media/2_286_2261478621.wav,-1,N/A,N/A,N/A,,2018-09-01 09:51:35.985848+00:00,False
36,70,www.tarteel.io/media/36_70_3464730934.wav,-1,N/A,N/A,N/A,,2018-08-30 16:16:06.850090+00:00,False
90,16,www.tarteel.io/media/90_16_1576852301.wav,-1,N/A,N/A,N/A,,2018-09-03 10:24:33.572145+00:00,False
51,37,www.tarteel.io/media/51_37_3038387952.wav,19,PK,male,,,2018-08-06 01:00:17.366509+00:00,False
18,43,www.tarteel.io/media/18_43_1241554524.wav,-1,N/A,N/A,N/A,continuous,2018-12-08 12:26:09.942870+00:00,False
3,147,www.tarteel.io/media/3_147_2069047419.wav,-1,N/A,N/A,N/A,discrete,2018-11-23 01:13:17.455305+00:00,False
18,101,www.tarteel.io/media/18_101_3352183368.wav,-1,N/A,N/A,N/A,continuous,2018-11-28 01:23:58.019989+00:00,False
41,23,www.tarteel.io/media/41_23_3845629135.wav,-1,N/A,N/A,N/A,continuous,2018-11-18 06:17:50.517662+00:00,False
53,16,www.tarteel.io/media/53_16_2033702921.wav,-1,N/A,N/A,N/A,,2018-08-31 01:42:14.684172+00:00,False
9,37,www.tarteel.io/media/9_37_2840121339.wav,-1,N/A,N/A,N/A,continuous,2018-12-07 03:40:16.518346+00:00,False
68,15,www.tarteel.io/media/68_15_2210849134.wav,-1,N/A,N/A,N/A,continuous,2018-12-16 04:08:48.769008+00:00,False
18,77,www.tarteel.io/media/18_77_595467051.wav,46,SY,male,hafs,discrete,2018-11-23 01:15:57.015623+00:00,False
38,22,www.tarteel.io/media/38_22_2358549058.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 00:41:35.134920+00:00,False
32,15,www.tarteel.io/media/32_15_1346998207.wav,-1,N/A,N/A,N/A,continuous,2018-12-18 02:21:05.647508+00:00,False
37,84,www.tarteel.io/media/37_84_271299633.wav,-1,N/A,N/A,N/A,,2018-08-07 01:42:45.797680+00:00,False
26,90,www.tarteel.io/media/26_90_3461792961.wav,-1,N/A,N/A,N/A,continuous,2018-11-25 01:39:35.812426+00:00,False
6,69,www.tarteel.io/media/6_69_3107486350.wav,-1,N/A,N/A,N/A,continuous,2018-12-28 23:24:35.650182+00:00,False
96,15,www.tarteel.io/media/96_15_4154851714.wav,-1,N/A,N/A,N/A,,2018-08-31 10:29:36.274424+00:00,False
67,23,www.tarteel.io/media/67_23_418819661.wav,-1,N/A,N/A,N/A,continuous,2018-12-04 00:36:54.970300+00:00,False
18,8,www.tarteel.io/media/18_8_3320028092.wav,-1,N/A,N/A,N/A,,2018-09-05 14:28:42.869028+00:00,False
18,47,www.tarteel.io/media/18_47_765525925.wav,13-18,PK,female,hafs,continuous,2018-12-21 18:18:29.860405+00:00,False
32,26,www.tarteel.io/media/32_26_4034829576.wav,19,PK,male,,,2018-08-08 08:51:18.411911+00:00,False
61,2,www.tarteel.io/media/61_2_526370613.wav,-1,N/A,N/A,N/A,continuous,2018-09-28 21:06:16.141891+00:00,False
110,2,www.tarteel.io/media/110_2_2347354151.wav,13,PK,male,notsure,continuous,2018-11-25 04:20:17.398289+00:00,False
